333,Sun-Pat Smooth Peanut Butter 570g,3.5,Sainsburys,,https://assets.sainsburys-groceries.co.uk/gol/8092545/image.jpg,peanut butter,276,336,-1,240
334,ManiLife Rich Cocoa Smooth Peanut Butter 295g,3,Sainsburys,,https://assets.sainsburys-groceries.co.uk/gol/8093467/image.jpg,peanut butter,276,352,-1,237
335,Pip & Nut The Ultimate Crunchy Peanut Butter 1kg,6.75,Sainsburys,,https://assets.sainsburys-groceries.co.uk/gol/8088679/image.jpg,peanut butter,278,359,-1,257
336,Sun-Pat Smooth Peanut Butter,2.5,Morrisons,,https://groceries.morrisons.com/productImages/463/463774011_0_640x640.jpg?identifier=6b373fe5e9cb79d9500bec6bc424d9a1,peanut butter,276,-1,303,240
337,Sun-Pat Crunchy Peanut Butter,2.5,Morrisons,,https://groceries.morrisons.com/productImages/463/463776011_0_640x640.jpg?identifier=d0e97a3dc6c75614f8e5a337c988fc09,peanut butter,284,-1,290,254
338,Whole Earth Crunchy Peanut Butter 1Kg,5.5,Morrisons,,https://groceries.morrisons.com/productImages/523/523310011_0_640x640.jpg?identifier=337cb4fe9965a7e07190afafdef779f0,peanut butter,283,-1,322,233
339,Skippy Chunky Peanut Butter,2.5,Morrisons,,https://groceries.morrisons.com/productImages/542/542638011_0_640x640.jpg?identifier=dc23844901c3930af8c57b184c20b6f2,peanut butter,273,-1,301,254
340,Skippy Smooth Peanut Butter,2.5,Morrisons,,https://groceries.morrisons.com/productImages/542/542637011_0_640x640.jpg?identifier=5726dbf460172425e96d3a80e59f1f48,peanut butter,272,-1,318,240
341,KP Smooth Peanut Butter,2,Morrisons,,https://groceries.morrisons.com/productImages/542/542640011_0_640x640.jpg?identifier=e6ea4ce605ab610497cb698317014296,peanut butter,272,-1,303,240
342,KP Crunchy Peanut Butter,2,Morrisons,,https://groceries.morrisons.com/productImages/542/542639011_0_640x640.jpg?identifier=d4758a9a0fd9a9a3b863f2406731b22b,peanut butter,273,-1,290,254
343,Proper Nutty Slightly Salted Smunchy Peanut Butter,5.5,Morrisons,,https://groceries.morrisons.com/productImages/502/502106011_0_640x640.jpg?identifier=042a36543574f01b3472342b6af0a85d,peanut butter,278,-1,331,257
344,Morrisons Smooth Peanut Butter,1.35,Morrisons,,https://groceries.morrisons.com/productImages/212/212057011_0_640x640.jpg?identifier=a8d32662332088307af34bfb35b5b465,peanut butter,260,-1,298,240
345,Morrisons 100% Crunchy Peanut Butter,1.8,Morrisons,,https://groceries.morrisons.com/productImages/347/347346011_0_640x640.jpg?identifier=7b001009411c028bc2ccc9abfe64ed29,peanut butter,266,-1,297,241
346,Morrisons Crunchy Peanut Butter,1.35,Morrisons,,https://groceries.morrisons.com/productImages/211/211012011_0_640x640.jpg?identifier=3ffb8dcc13430d657d11bd6b41cbcba0,peanut butter,284,-1,297,241
347,Morrisons Crunchy Peanut Butter,2.5,Morrisons,,https://groceries.morrisons.com/productImages/211/211434011_0_640x640.jpg?identifier=5ed8b4c425e2769807cf01330675db7d,peanut butter,284,-1,297,241
348,Morrisons Smooth Peanut Butter,2.5,Morrisons,,https://groceries.morrisons.com/productImages/210/210580011_0_640x640.jpg?identifier=b76d8d3d71ab0fa6d25fdad9cc9a17e0,peanut butter,260,-1,298,240
349,Morrisons 100% Smooth Peanut Butter,1.8,Morrisons,,https://groceries.morrisons.com/productImages/347/347345011_0_640x640.jpg?identifier=dc3f679671b48281f917d297c335293f,peanut butter,260,-1,298,240
350,Whole Earth Original Crunchy Peanut Butter,3.75,Morrisons,,https://groceries.morrisons.com/productImages/111/111421011_0_640x640.jpg?identifier=fe7c1bcc73b27d46d4b3b9f61f44510e,peanut butter,275,-1,306,233
351,Meridian Crunchy Peanut Butter,2.8,Morrisons,,https://groceries.morrisons.com/productImages/347/347343011_0_640x640.jpg?identifier=ccadbf13c215c1deef6a1236ebf50056,peanut butter,260,-1,297,241
352,Meridian Smooth Peanut Butter,2.8,Morrisons,,https://groceries.morrisons.com/productImages/347/347341011_0_640x640.jpg?identifier=cdb6e7045976e1a9e9f649594c6fd231,peanut butter,260,-1,298,240
353,Whole Earth Original Smooth Peanut Butter,3.75,Morrisons,,https://groceries.morrisons.com/productImages/111/111420011_0_640x640.jpg?identifier=72fe1f4b3ab4802faa2a71d3b4f236cc,peanut butter,277,-1,289,256
354,Morrisons Honey Roast Crunchy Peanut Butter,1.35,Morrisons,,https://groceries.morrisons.com/productImages/270/270473011_0_640x640.jpg?identifier=243afc70544c0961e95bc41d48514be7,peanut butter,284,-1,316,251
355,Pip & Nut Smooth Almond Butter,3.25,Morrisons,,https://groceries.morrisons.com/productImages/561/561770011_0_640x640.jpg?identifier=e8cc4fc45bf5a98d8b80a6c7f0c94162,peanut butter,281,-1,317,255
356,Morrisons Reducedfat Peanut Butter,1.35,Morrisons,,https://groceries.morrisons.com/productImages/362/362085011_0_640x640.jpg?identifier=ec11f6f7956cdd7a1c58f8c50b4c84c9,peanut butter,260,-1,297,241
357,Meridian Crunchy Peanut Butter,6.5,Morrisons,,https://groceries.morrisons.com/productImages/392/392244011_0_640x640.jpg?identifier=3a67534b314b1fda635bba1b94643330,peanut butter,260,-1,297,241
358,Meridian Smooth Peanut Butter,6.5,Morrisons,,https://groceries.morrisons.com/productImages/392/392239011_0_640x640.jpg?identifier=36e60882c9a80c35456ab878b7ab4987,peanut butter,260,-1,298,240
359,Pip & Nut Crunchy Peanut Butter,3,Morrisons,,https://groceries.morrisons.com/productImages/562/562278011_0_640x640.jpg?identifier=24b06a5595a5651f9ef73dea0909e707,peanut butter,278,-1,308,254
360,Meridian Crunchy Almond Butter,3.45,Morrisons,,https://groceries.morrisons.com/productImages/279/279499011_0_640x640.jpg?identifier=959a094e26fa267fab7616aca38c33d0,peanut butter,260,-1,305,241
